image_path,item_id
img/WOMEN/Blouses_Shirts/id_00000072/01_3_back.jpg,id_00000072
img/WOMEN/Dresses/id_00000073/02_2_side.jpg,id_00000073
img/WOMEN/Dresses/id_00000073/02_3_back.jpg,id_00000073
img/WOMEN/Dresses/id_00000074/03_1_front.jpg,id_00000074
img/WOMEN/Dresses/id_00000074/03_3_back.jpg,id_00000074
img/WOMEN/Dresses/id_00000074/03_7_additional.jpg,id_00000074
img/WOMEN/Rompers_Jumpsuits/id_00000076/01_1_front.jpg,id_00000076
img/WOMEN/Rompers_Jumpsuits/id_00000077/02_2_side.jpg,id_00000077
img/WOMEN/Tees_Tanks/id_00000079/04_1_front.jpg,id_00000079
img/WOMEN/Tees_Tanks/id_00000079/04_2_side.jpg,id_00000079
img/WOMEN/Tees_Tanks/id_00000079/04_4_full.jpg,id_00000079
img/WOMEN/Tees_Tanks/id_00000079/04_7_additional.jpg,id_00000079
img/WOMEN/Tees_Tanks/id_00000079/05_1_front.jpg,id_00000079
img/WOMEN/Tees_Tanks/id_00000079/05_4_full.jpg,id_00000079
img/WOMEN/Tees_Tanks/id_00000079/08_2_side.jpg,id_00000079
img/WOMEN/Tees_Tanks/id_00000079/08_4_full.jpg,id_00000079
img/WOMEN/Tees_Tanks/id_00000079/09_2_side.jpg,id_00000079
img/WOMEN/Dresses/id_00000083/02_1_front.jpg,id_00000083
img/MEN/Jackets_Vests/id_00000084/04_1_front.jpg,id_00000084
img/MEN/Jackets_Vests/id_00000084/05_2_side.jpg,id_00000084
